LOAN_ID,LOAN_SK,CUSTOMER_SK,CUSTOMER_ID,RISK_BAND_CODE,DUE_DAY_OF_MONTH,ORIGINATION_AMOUNT,INTEREST_RATE,LOAN_TERM_MONTHS,LOAN_TYPE,BUCKET_INDEX,DELINQUENCY_BUCKET,DPD,OUTSTANDING_BALANCE,RESTRUCTURED_FLAG,CHARGE_OFF_FLAG,SETTLEMENT_FLAG,FRAUD_FLAG,ASSIGNED_COLLECTOR_ID
LN-509571,9927,6820,CUST-106496,R2,8,54482.11,0.0487,71,Auto,0,Current,0,45273.91,FALSE,FALSE,FALSE,FALSE,
LN-509572,9928,2165,CUST-102048,R7,27,42864.27,0.1025,40,Auto,0,Current,0,32416.0725,FALSE,FALSE,FALSE,FALSE,COL-1004
LN-509573,9929,5976,CUST-105688,R4,21,6210.02,0.1781,0,Credit Card,0,Current,0,3299.0825,FALSE,FALSE,FALSE,FALSE,
LN-509575,9932,1502,CUST-101420,R2,21,6111.11,0.1319,54,Personal,0,Current,0,5856.4775,FALSE,FALSE,FALSE,FALSE,
LN-509576,9934,5196,CUST-104940,R3,1,52599.13,0.1058,65,Auto,0,Current,0,50171.47,TRUE,FALSE,FALSE,FALSE,COL-1066
LN-509577,9935,3055,CUST-102896,R2,2,50725.93,0.0924,71,Auto,0,Current,0,41616.6925,FALSE,FALSE,FALSE,FALSE,
LN-509578,9936,3340,CUST-103167,R5,12,16021.35,0.2598,0,Credit Card,0,Current,0,15520.68,FALSE,FALSE,FALSE,FALSE,
LN-509579,9937,4281,CUST-104067,R2,11,3813.96,0.1579,0,Credit Card,0,Current,0,2622.135,FALSE,FALSE,FALSE,FALSE,
LN-509580,9938,7461,CUST-107104,R6,28,33295.33,0.0806,66,Auto,0,Current,0,32160.2725,FALSE,FALSE,FALSE,FALSE,COL-1000
LN-509581,9939,3231,CUST-103062,R1,26,384530.59,0.0553,342,Mortgage,0,Current,0,371038.27,FALSE,FALSE,FALSE,FALSE,
LN-509582,9940,3781,CUST-103587,R5,28,218115.59,0.061,249,Mortgage,0,Current,0,210888.8375,FALSE,FALSE,FALSE,FALSE,
LN-509583,9941,6930,CUST-106598,R4,23,36978.62,0.0899,65,Auto,3,60-89,68,36551.945,FALSE,FALSE,FALSE,FALSE,COL-1010
LN-509584,9942,7380,CUST-107027,R3,16,4141.05,0.0891,16,Personal,0,Current,0,3882.24,FALSE,FALSE,FALSE,FALSE,
LN-509585,9943,8019,CUST-107638,R2,13,28844.7,0.2058,15,Personal,0,Current,0,26140.515,FALSE,FALSE,FALSE,FALSE,
LN-509586,9944,6034,CUST-105744,R3,20,26534.1,0.1472,47,Personal,0,Current,0,24417,FALSE,FALSE,FALSE,FALSE,
LN-509587,9945,5600,CUST-105323,R2,6,44780.25,0.1055,43,Auto,0,Current,0,42437.1,FALSE,FALSE,FALSE,FALSE,
LN-509588,9946,1623,CUST-101535,R2,19,65645.99,0.0679,62,HELOC,0,Current,0,61675.4525,FALSE,FALSE,FALSE,FALSE,
LN-509589,9947,1890,CUST-101790,R5,17,14391.37,0.2389,0,Credit Card,0,Current,0,12142.72,FALSE,FALSE,FALSE,FALSE,
LN-509590,9948,132,CUST-100126,R4,23,27113.44,0.0801,46,Auto,0,Current,0,20924.53,FALSE,FALSE,FALSE,FALSE,
LN-509591,9949,5202,CUST-104945,R5,28,24170.44,0.2457,0,Credit Card,1,1-29,3,18883.165,FALSE,FALSE,FALSE,FALSE,
LN-509592,9950,4487,CUST-104263,R1,12,16567.72,0.1717,34,Personal,0,Current,0,10354.7725,FALSE,FALSE,FALSE,FALSE,
LN-509593,9951,2282,CUST-102158,R2,3,32762.28,0.1997,33,Personal,0,Current,0,31273.08,FALSE,FALSE,FALSE,FALSE,
LN-509594,9952,52,CUST-100049,R6,15,17609.12,0.0635,44,Auto,0,Current,0,16708.6475,FALSE,FALSE,FALSE,FALSE,
LN-509595,9953,6301,CUST-106001,R4,27,20174.58,0.2195,17,Personal,0,Current,0,15761.3775,FALSE,FALSE,FALSE,FALSE,
LN-509596,9954,7951,CUST-107573,R2,16,43841.44,0.1081,69,Auto,0,Current,0,41935.3,FALSE,FALSE,FALSE,FALSE,
LN-509598,9956,7872,CUST-107501,R3,22,4821.47,0.168,0,Credit Card,0,Current,0,3616.13,FALSE,FALSE,FALSE,FALSE,
LN-509600,9960,4152,CUST-103943,R5,15,42981.6,0.0888,68,Auto,0,Current,0,40611.3,FALSE,FALSE,FALSE,FALSE,
LN-509601,9961,1173,CUST-101108,R5,9,15131.52,0.1692,45,Personal,1,1-29,22,14627.13,FALSE,FALSE,FALSE,FALSE,
LN-509602,9962,6990,CUST-106654,R5,7,25982.13,0.1139,40,Personal,0,Current,0,20136.18,FALSE,FALSE,FALSE,FALSE,
LN-509603,9963,6530,CUST-106220,R4,1,61519.46,0.0751,96,HELOC,0,Current,0,57674.48,FALSE,FALSE,FALSE,FALSE,
LN-509604,9964,1334,CUST-101262,R1,3,26659.55,0.0879,65,Auto,0,Current,0,26044.325,FALSE,FALSE,FALSE,FALSE,
LN-509605,9965,1760,CUST-101667,R2,16,53079.4,0.0543,41,Auto,0,Current,0,51137.47,FALSE,FALSE,FALSE,FALSE,
LN-509606,9966,5928,CUST-105640,R6,21,34087.17,0.1132,12,Personal,3,60-89,70,28761.045,FALSE,FALSE,FALSE,FALSE,COL-1091
LN-509607,9967,4332,CUST-104114,R4,11,45717.1,0.0649,58,Auto,0,Current,0,42761.2375,FALSE,FALSE,FALSE,FALSE,
LN-509608,9968,6313,CUST-106013,R4,12,28944.11,0.1502,52,Personal,0,Current,0,24351.995,FALSE,FALSE,FALSE,FALSE,
LN-509609,9970,1908,CUST-101808,R5,4,48769.09,0.0908,44,Auto,0,Current,0,41287.4575,TRUE,FALSE,FALSE,FALSE,
LN-509611,9973,5422,CUST-105153,R1,7,9478.49,0.0801,46,Auto,0,Current,0,8860.34,FALSE,FALSE,FALSE,FALSE,COL-1025
LN-509612,9974,1198,CUST-101132,R4,16,121245.04,0.0907,98,HELOC,0,Current,0,115677.685,FALSE,FALSE,FALSE,FALSE,
LN-509613,9975,5916,CUST-105628,R3,22,15696.09,0.2027,58,Personal,0,Current,0,13463.475,FALSE,FALSE,FALSE,FALSE,
LN-509614,9976,6601,CUST-106286,R3,7,37280.83,0.0637,127,HELOC,0,Current,0,37060.6675,FALSE,FALSE,FALSE,FALSE,
LN-509615,9977,1532,CUST-101448,R1,13,26304.96,0.1082,58,Auto,0,Current,0,23243.6325,FALSE,FALSE,FALSE,FALSE,
LN-509616,9978,7796,CUST-107427,R6,1,51038.4,0.0882,43,Auto,0,Current,0,51038.4,FALSE,FALSE,FALSE,FALSE,
LN-509617,9979,4222,CUST-104011,R1,24,20071.21,0.1311,45,Personal,0,Current,0,16725.985,FALSE,FALSE,FALSE,FALSE,
LN-509618,9980,4579,CUST-104347,R1,24,10863.48,0.2048,35,Personal,0,Current,0,7371.5925,FALSE,FALSE,FALSE,FALSE,
LN-509619,9981,614,CUST-100583,R2,9,11744.43,0.1829,34,Personal,0,Current,0,8635.65,FALSE,FALSE,FALSE,FALSE,
LN-509620,9982,1906,CUST-101806,R4,16,34670.43,0.1007,56,Auto,0,Current,0,30955.77,FALSE,FALSE,FALSE,FALSE,
LN-509621,9983,5431,CUST-105162,R6,19,21363.46,0.1445,57,Personal,4,90+,162,18552.46,FALSE,FALSE,FALSE,FALSE,COL-1003
LN-509622,9984,2795,CUST-102648,R5,5,52186.66,0.0533,72,Auto,0,Current,0,45663.37,FALSE,FALSE,FALSE,FALSE,COL-1001
LN-509623,9985,3950,CUST-103750,R4,12,53096.95,0.1073,38,Auto,2,30-59,49,46809.145,FALSE,FALSE,FALSE,FALSE,COL-1007
LN-509625,9987,3826,CUST-103631,R2,8,46849.87,0.0823,40,Auto,0,Current,0,40700.8075,FALSE,FALSE,FALSE,FALSE,
LN-509626,9988,652,CUST-100619,R7,20,40924.01,0.1017,50,Auto,0,Current,0,34171.55,FALSE,FALSE,FALSE,FALSE,
LN-509627,9989,2419,CUST-102286,R6,28,12089.12,0.147,47,Personal,1,1-29,3,10352.885,FALSE,FALSE,FALSE,FALSE,
LN-509628,9990,7956,CUST-107578,R2,20,14665.34,0.1524,0,Credit Card,0,Current,0,14207.045,FALSE,FALSE,FALSE,FALSE,
LN-509629,9991,4412,CUST-104191,R5,2,49217.39,0.0696,47,Auto,1,1-29,29,39792.77,FALSE,FALSE,FALSE,FALSE,COL-1100
LN-509630,9992,8007,CUST-107627,R4,18,47375.78,0.0516,54,Auto,0,Current,0,37505.8175,FALSE,FALSE,FALSE,FALSE,
LN-509631,9993,4199,CUST-103988,R3,8,12762.66,0.0765,61,Auto,0,Current,0,11350.425,FALSE,FALSE,FALSE,FALSE,
LN-509632,9994,1316,CUST-101244,R4,6,2706.23,0.1746,0,Credit Card,0,Current,0,2367.95,FALSE,FALSE,FALSE,FALSE,
LN-509633,9995,6381,CUST-106079,R3,27,64247.57,0.099,68,HELOC,0,Current,0,59287.265,FALSE,FALSE,FALSE,FALSE,
LN-509634,9996,2400,CUST-102267,R2,8,19641.48,0.098,64,Auto,0,Current,0,17339.73,FALSE,FALSE,FALSE,FALSE,
LN-509635,9997,7609,CUST-107246,R3,10,29174.06,0.1952,60,Personal,1,1-29,21,28809.3875,FALSE,FALSE,FALSE,FALSE,COL-1100
LN-509636,9998,6487,CUST-106180,R2,16,29386.28,0.0512,47,Auto,0,Current,0,21414.47,FALSE,FALSE,FALSE,FALSE,
LN-509637,9999,4941,CUST-104695,R4,9,12416.3,0.185,0,Credit Card,0,Current,0,8924.1875,FALSE,FALSE,FALSE,FALSE,
LN-509638,10000,8281,CUST-107888,R1,3,33633.7,0.1913,55,Personal,0,Current,0,26295.46,FALSE,FALSE,FALSE,FALSE,
LN-509640,10004,8396,CUST-107995,R4,13,14553.73,0.0801,25,Personal,0,Current,0,10187.605,FALSE,FALSE,FALSE,FALSE,
LN-509641,10005,949,CUST-100902,R1,18,24531.15,0.2128,0,Credit Card,0,Current,0,11498.9925,FALSE,FALSE,FALSE,FALSE,
LN-509642,10006,8292,CUST-107899,R5,23,40688.41,0.0972,81,HELOC,0,Current,0,39558.1675,FALSE,FALSE,FALSE,FALSE,
LN-509643,10007,1810,CUST-101713,R5,2,54229.18,0.0714,44,Auto,0,Current,0,40363.78,FALSE,FALSE,FALSE,FALSE,
LN-509644,10008,1664,CUST-101574,R4,14,29203.41,0.0868,47,Auto,0,Current,0,22213.2225,FALSE,FALSE,FALSE,FALSE,
LN-509645,10009,4123,CUST-103916,R7,14,92547.13,0.0929,96,HELOC,2,30-59,47,86039.9275,FALSE,FALSE,FALSE,FALSE,
LN-509646,10010,4536,CUST-104309,R4,16,42966.77,0.1061,68,Auto,0,Current,0,38701.715,FALSE,FALSE,FALSE,FALSE,
LN-509647,10011,6807,CUST-106484,R4,3,45461.36,0.0517,51,Auto,0,Current,0,42118.61,FALSE,FALSE,FALSE,FALSE,
LN-509648,10012,7136,CUST-106793,R7,8,12286.61,0.05,42,Auto,0,Current,0,11847.8,FALSE,FALSE,FALSE,FALSE,
LN-509649,10013,2006,CUST-101900,R3,10,7778.2,0.174,49,Personal,0,Current,0,6706.705,FALSE,FALSE,FALSE,FALSE,
LN-509650,10014,2134,CUST-102019,R5,17,8224.06,0.0764,60,Auto,0,Current,0,6784.825,FALSE,FALSE,FALSE,FALSE,
LN-509651,10015,1092,CUST-101035,R5,1,68119.91,0.0996,64,HELOC,0,Current,0,67321.6325,FALSE,FALSE,FALSE,FALSE,
LN-509652,10016,5797,CUST-105513,R3,15,22498.13,0.0684,52,Auto,0,Current,0,21524.645,FALSE,FALSE,FALSE,FALSE,
LN-509653,10017,1253,CUST-101184,R6,10,32857.53,0.1484,51,Personal,0,Current,0,27059.1,FALSE,FALSE,FALSE,FALSE,COL-1078
LN-509654,10018,1380,CUST-101307,R3,13,18123.72,0.1808,0,Credit Card,0,Current,0,12460.02,FALSE,FALSE,FALSE,FALSE,
LN-509655,10019,2872,CUST-102721,R2,4,37405.86,0.0486,58,Auto,0,Current,0,34987.3725,FALSE,FALSE,FALSE,FALSE,
LN-509656,10020,3708,CUST-103519,R5,6,37827.58,0.0817,41,Auto,0,Current,0,35059.72,FALSE,FALSE,FALSE,FALSE,
LN-509657,10021,6924,CUST-106593,R3,11,18095.57,0.1076,51,Auto,1,1-29,20,14902.19,FALSE,FALSE,FALSE,FALSE,COL-1028
LN-509658,10022,3435,CUST-103257,R5,25,3042.42,0.2332,0,Credit Card,0,Current,0,2186.7225,FALSE,FALSE,FALSE,FALSE,
LN-509659,10023,4721,CUST-104482,R4,26,15463.74,0.1588,51,Personal,0,Current,0,12507.4425,FALSE,FALSE,FALSE,FALSE,
LN-509660,10024,1,CUST-100000,R1,25,25685.37,0.1501,30,Personal,0,Current,0,18621.885,FALSE,FALSE,FALSE,FALSE,
LN-509661,10025,2224,CUST-102106,R1,28,24615.73,0.0494,58,Auto,0,Current,0,23342.5,FALSE,FALSE,FALSE,FALSE,
LN-509662,10026,529,CUST-100503,R4,14,4531.91,0.2455,0,Credit Card,0,Current,0,3257.3075,FALSE,FALSE,FALSE,FALSE,
LN-509663,10027,7085,CUST-106744,R1,26,32959,0.1061,61,Auto,0,Current,0,32553.7675,FALSE,FALSE,FALSE,FALSE,
LN-509664,10028,6467,CUST-106160,R2,19,457673.98,0.0633,317,Mortgage,0,Current,0,446845.705,FALSE,FALSE,FALSE,FALSE,
LN-509665,10029,7939,CUST-107563,R1,18,29774.47,0.0606,61,Auto,0,Current,0,28310.14,FALSE,FALSE,FALSE,FALSE,
LN-509666,10030,2995,CUST-102838,R5,2,573633.41,0.0687,225,Mortgage,0,Current,0,544951.76,FALSE,FALSE,FALSE,FALSE,
LN-509667,10031,2676,CUST-102534,R1,7,16976.15,0.1695,20,Personal,0,Current,0,12732.11,FALSE,FALSE,FALSE,FALSE,
LN-509668,10032,8239,CUST-107847,R5,28,7899.37,0.1679,19,Personal,0,Current,0,5677.675,FALSE,FALSE,FALSE,FALSE,
LN-509669,10033,5383,CUST-105117,R3,6,13212.76,0.1385,50,Personal,0,Current,0,11429.005,FALSE,FALSE,FALSE,FALSE,
LN-509670,10034,8175,CUST-107785,R4,23,11676.38,0.2415,0,Credit Card,0,Current,0,8027.48,FALSE,FALSE,FALSE,FALSE,
LN-509671,10035,5465,CUST-105195,R4,25,25656.62,0.0616,44,Auto,0,Current,0,23032.625,FALSE,FALSE,FALSE,FALSE,
LN-509672,10036,3102,CUST-102940,R5,16,19808.41,0.104,43,Auto,0,Current,0,16353.46,FALSE,FALSE,FALSE,FALSE,
LN-509673,10037,7531,CUST-107170,R3,27,12150.25,0.208,0,Credit Card,0,Current,0,6454.825,FALSE,FALSE,FALSE,FALSE,
LN-509674,10038,6294,CUST-105995,R5,1,20125.68,0.0993,69,Auto,0,Current,0,17938.08,FALSE,FALSE,FALSE,FALSE,
LN-509675,10039,8379,CUST-107978,R5,28,41327.87,0.1024,43,Auto,0,Current,0,39886.205,FALSE,FALSE,FALSE,FALSE,
LN-509676,10040,2080,CUST-101967,R3,10,38008.81,0.0699,47,Auto,0,Current,0,28910.935,FALSE,FALSE,FALSE,FALSE,
LN-509677,10041,6947,CUST-106613,R4,16,12230.61,0.2358,0,Credit Card,0,Current,0,9172.95,FALSE,FALSE,FALSE,FALSE,
LN-509678,10042,512,CUST-100488,R4,12,16142.44,0.2396,0,Credit Card,0,Current,0,12611.29,FALSE,FALSE,FALSE,FALSE,
LN-509679,10043,3475,CUST-103293,R3,1,2756.71,0.0929,59,Personal,0,Current,0,2546.47,FALSE,FALSE,FALSE,FALSE,
LN-509680,10044,2621,CUST-102480,R5,12,47737.14,0.0812,37,Auto,0,Current,0,45801.855,FALSE,FALSE,FALSE,FALSE,
LN-509681,10045,7107,CUST-106764,R2,18,47961.06,0.1048,56,Auto,0,Current,0,43464.6975,FALSE,FALSE,FALSE,FALSE,
LN-509683,10048,2719,CUST-102576,R2,22,41962.97,0.0767,52,Auto,4,90+,189,40147.265,FALSE,FALSE,FALSE,FALSE,COL-1092
LN-509684,10049,5885,CUST-105598,R2,20,6267.16,0.0854,27,Personal,0,Current,0,5396.71,FALSE,FALSE,FALSE,FALSE,
LN-509685,10050,5609,CUST-105332,R3,21,52991.86,0.0683,39,Auto,0,Current,0,40762.93,FALSE,FALSE,FALSE,FALSE,
LN-509686,10051,7359,CUST-107007,R6,4,26124.42,0.1659,54,Personal,0,Current,0,23584.5225,FALSE,FALSE,FALSE,FALSE,COL-1094
LN-509687,10052,6449,CUST-106143,R3,9,15410.61,0.1731,0,Credit Card,0,Current,0,13965.8625,FALSE,FALSE,FALSE,FALSE,
LN-509688,10053,6716,CUST-106395,R3,26,12499.51,0.0674,50,Auto,0,Current,0,10062.1075,FALSE,FALSE,FALSE,FALSE,
LN-509689,10054,992,CUST-100943,R7,11,7748.18,0.2219,0,Credit Card,1,1-29,20,7021.79,FALSE,FALSE,FALSE,FALSE,
LN-509690,10055,6797,CUST-106474,R6,4,41011.13,0.0776,36,Auto,4,90+,177,33321.53,FALSE,FALSE,FALSE,FALSE,COL-1110
LN-509691,10056,6055,CUST-105765,R6,18,44914.66,0.048,37,Auto,2,30-59,43,42183.3625,FALSE,FALSE,FALSE,FALSE,
LN-509692,10057,6530,CUST-106220,R1,13,461613.26,0.0683,233,Mortgage,0,Current,0,454183.8725,FALSE,FALSE,FALSE,FALSE,
LN-509693,10058,8244,CUST-107852,R4,1,136096.67,0.0908,172,HELOC,0,Current,0,130162.22,FALSE,FALSE,FALSE,FALSE,
LN-509694,10059,4185,CUST-103974,R6,7,8138.76,0.1574,30,Personal,0,Current,0,7935.2925,FALSE,FALSE,FALSE,FALSE,
LN-509695,10060,6205,CUST-105909,R2,3,7277.76,0.194,0,Credit Card,0,Current,0,3411.45,FALSE,FALSE,FALSE,FALSE,
LN-509696,10062,380,CUST-100363,R2,12,2152.62,0.1309,36,Personal,0,Current,0,2062.935,FALSE,FALSE,FALSE,TRUE,
LN-509697,10063,1774,CUST-101679,R2,20,48241.27,0.0508,65,Auto,0,Current,0,46014.76,FALSE,FALSE,FALSE,FALSE,
LN-509698,10064,2986,CUST-102830,R1,2,9477.71,0.1067,48,Personal,0,Current,0,8144.9225,FALSE,FALSE,FALSE,FALSE,
LN-509699,10065,7343,CUST-106992,R2,7,11434.67,0.1305,43,Personal,0,Current,0,10038.59,FALSE,FALSE,FALSE,FALSE,
LN-509700,10066,1692,CUST-101602,R4,25,2033.99,0.1642,33,Personal,0,Current,0,1386.77,FALSE,FALSE,FALSE,FALSE,COL-1076
LN-509701,10067,7871,CUST-107500,R3,3,30488.11,0.0805,45,Auto,0,Current,0,24898.6525,FALSE,FALSE,FALSE,FALSE,
LN-509702,10068,2720,CUST-102577,R5,12,39703.77,0.06,42,Auto,0,Current,0,32613.795,FALSE,FALSE,FALSE,FALSE,
LN-509703,10069,7015,CUST-106679,R6,9,53537.27,0.0768,62,Auto,1,1-29,22,49651.52,FALSE,FALSE,FALSE,FALSE,COL-1073
LN-509704,10070,3313,CUST-103141,R5,3,43277.97,0.1096,41,Auto,0,Current,0,42486.3,FALSE,FALSE,FALSE,FALSE,
LN-509705,10071,3517,CUST-103333,R2,5,35558.01,0.1048,39,Auto,0,Current,0,31455.18,FALSE,FALSE,FALSE,FALSE,
LN-509706,10072,1964,CUST-101860,R1,19,8924.88,0.2134,43,Personal,0,Current,0,8302.2,FALSE,FALSE,FALSE,FALSE,
LN-509707,10074,3948,CUST-103748,R7,21,37142.89,0.0486,36,Auto,1,1-29,10,33273.8275,TRUE,FALSE,FALSE,FALSE,COL-1075
LN-509708,10075,8108,CUST-107722,R4,21,43041.37,0.0833,58,Auto,0,Current,0,36362.56,FALSE,FALSE,FALSE,FALSE,
LN-509709,10076,4440,CUST-104219,R3,24,40338.88,0.1097,71,Auto,0,Current,0,39486.655,FALSE,FALSE,FALSE,FALSE,
LN-509710,10077,4125,CUST-103918,R3,4,11389.9,0.2458,0,Credit Card,0,Current,0,9966.16,FALSE,FALSE,FALSE,FALSE,
LN-509711,10078,6328,CUST-106028,R3,9,28745.2,0.084,39,Auto,0,Current,0,21558.865,FALSE,FALSE,FALSE,FALSE,
LN-509712,10079,2166,CUST-102049,R2,22,3230.64,0.1798,0,Credit Card,0,Current,0,3028.725,FALSE,FALSE,FALSE,FALSE,
LN-509713,10080,2172,CUST-102055,R4,28,49337.79,0.0634,54,Auto,0,Current,0,44541.075,FALSE,FALSE,FALSE,FALSE,
LN-509714,10081,5362,CUST-105096,R5,19,17776.68,0.2189,0,Credit Card,0,Current,0,10554.855,FALSE,FALSE,FALSE,FALSE,
LN-509715,10082,5013,CUST-104762,R4,7,18778.36,0.068,42,Auto,0,Current,0,18778.36,FALSE,FALSE,FALSE,FALSE,
LN-509716,10083,2263,CUST-102140,R6,1,23058.44,0.1197,18,Personal,0,Current,0,20176.13,FALSE,FALSE,FALSE,FALSE,
LN-509717,10084,3173,CUST-103006,R2,1,30520.79,0.0902,64,Auto,1,1-29,30,28732.4525,FALSE,FALSE,FALSE,FALSE,
LN-509718,10085,3451,CUST-103271,R3,9,22730.65,0.1801,58,Personal,0,Current,0,22142.785,FALSE,FALSE,FALSE,FALSE,
LN-509719,10086,4681,CUST-104442,R1,20,26206.8,0.0853,64,Auto,0,Current,0,24057.03,FALSE,FALSE,FALSE,FALSE,
LN-509720,10087,2410,CUST-102277,R1,6,2250.81,0.2187,44,Personal,0,Current,0,1713.735,FALSE,FALSE,FALSE,FALSE,
LN-509721,10088,4513,CUST-104288,R4,27,30420.31,0.1501,18,Personal,0,Current,0,18062.0875,FALSE,FALSE,FALSE,FALSE,
LN-509722,10089,2276,CUST-102152,R5,1,20677.2,0.2075,34,Personal,0,Current,0,16572.1875,FALSE,FALSE,FALSE,FALSE,
LN-509723,10090,7026,CUST-106689,R5,26,11534.15,0.0859,69,Auto,0,Current,0,10531.19,FALSE,FALSE,FALSE,FALSE,COL-1064
LN-509724,10091,7657,CUST-107291,R7,2,19919.95,0.1689,0,Credit Card,0,Current,0,14317.45,FALSE,FALSE,FALSE,FALSE,COL-1025
LN-509725,10092,527,CUST-100502,R2,8,44241.08,0.0629,54,Auto,0,Current,0,39939.86,FALSE,FALSE,FALSE,FALSE,
LN-509726,10093,5712,CUST-105431,R3,15,215624.42,0.0742,274,Mortgage,0,Current,0,210902.72,FALSE,FALSE,FALSE,FALSE,
LN-509727,10094,179,CUST-100171,R1,20,25130.39,0.1462,14,Personal,0,Current,0,11779.865,FALSE,FALSE,FALSE,FALSE,
LN-509728,10095,3220,CUST-103051,R3,20,35621.25,0.061,70,Auto,0,Current,0,34094.61,FALSE,FALSE,FALSE,FALSE,
LN-509730,10098,6015,CUST-105726,R4,20,10673.33,0.139,59,Personal,0,Current,0,10401.98,FALSE,FALSE,FALSE,FALSE,
LN-509731,10099,4819,CUST-104578,R5,9,32842.82,0.066,64,Auto,0,Current,0,26684.78,FALSE,FALSE,FALSE,FALSE,COL-1079
LN-509732,10100,7119,CUST-106776,R3,15,30985.3,0.0691,68,Auto,0,Current,0,30643.5475,FALSE,FALSE,FALSE,FALSE,
LN-509733,10101,7971,CUST-107592,R4,1,34325.04,0.1637,51,Personal,0,Current,0,33820.26,FALSE,FALSE,FALSE,FALSE,
LN-509734,10102,2000,CUST-101894,R3,13,24830.08,0.1681,0,Credit Card,0,Current,0,17070.655,FALSE,FALSE,FALSE,FALSE,COL-1032
LN-509735,10103,7382,CUST-107029,R1,26,19623.94,0.0746,100,HELOC,0,Current,0,19035.22,FALSE,FALSE,FALSE,FALSE,
LN-509736,10104,4648,CUST-104413,R3,12,97455.34,0.0648,180,HELOC,0,Current,0,97455.34,FALSE,FALSE,FALSE,FALSE,
LN-509737,10105,2947,CUST-102793,R6,4,49675.5,0.0811,42,Auto,1,1-29,27,39030.75,FALSE,FALSE,FALSE,FALSE,
LN-509738,10106,6246,CUST-105948,R5,16,28900.61,0.1402,47,Personal,0,Current,0,27055.88,FALSE,FALSE,FALSE,FALSE,
LN-509739,10107,434,CUST-100417,R1,1,15256.03,0.1668,0,Credit Card,0,Current,0,10011.7525,FALSE,FALSE,FALSE,FALSE,
LN-509740,10108,5811,CUST-105527,R6,6,6711.38,0.1015,26,Personal,0,Current,0,6324.185,FALSE,FALSE,FALSE,FALSE,
LN-509741,10109,4466,CUST-104242,R5,18,32141.71,0.083,57,Personal,0,Current,0,28758.37,FALSE,FALSE,FALSE,FALSE,COL-1069
LN-509742,10110,3474,CUST-103292,R3,26,38390.28,0.0991,38,Auto,0,Current,0,30055.5525,FALSE,FALSE,FALSE,FALSE,
LN-509743,10111,1699,CUST-101608,R5,2,26241.58,0.0519,68,Auto,2,30-59,59,25662.715,FALSE,FALSE,FALSE,FALSE,COL-1072
LN-509744,10112,1929,CUST-101828,R5,15,37276.53,0.0743,44,Auto,0,Current,0,36641.1375,FALSE,FALSE,FALSE,FALSE,
LN-509745,10113,8123,CUST-107736,R4,17,39986.59,0.0614,53,Auto,0,Current,0,35459.83,FALSE,FALSE,FALSE,FALSE,COL-1000
LN-509746,10114,5176,CUST-104920,R3,23,75596.65,0.0911,117,HELOC,0,Current,0,74627.455,FALSE,FALSE,FALSE,FALSE,
LN-509747,10115,6328,CUST-106028,R5,25,9618.32,0.1019,61,Auto,0,Current,0,9263.54,FALSE,FALSE,FALSE,FALSE,
LN-509748,10116,1094,CUST-101037,R1,13,45824.42,0.0875,40,Auto,0,Current,0,32077.1,FALSE,FALSE,FALSE,FALSE,
LN-509749,10117,1172,CUST-101107,R3,1,17654.96,0.2037,31,Personal,0,Current,0,12956.5025,FALSE,FALSE,FALSE,FALSE,
LN-509750,10118,1606,CUST-101519,R5,12,13511.02,0.1158,39,Personal,0,Current,0,10652.89,FALSE,FALSE,FALSE,FALSE,
LN-509751,10119,2155,CUST-102038,R3,21,13204.5,0.0737,51,Auto,0,Current,0,12233.5875,FALSE,FALSE,FALSE,FALSE,
LN-509752,10120,2760,CUST-102614,R4,27,139452.46,0.083,144,HELOC,0,Current,0,136547.2,FALSE,FALSE,FALSE,FALSE,
LN-509753,10121,5163,CUST-104907,R4,5,10076.51,0.2096,57,Personal,0,Current,0,9943.925,FALSE,FALSE,FALSE,FALSE,
LN-509754,10122,7517,CUST-107156,R5,25,15337.04,0.2476,0,Credit Card,0,Current,0,14857.76,FALSE,FALSE,FALSE,FALSE,
LN-509755,10123,3328,CUST-103156,R3,2,39025.55,0.049,39,Auto,0,Current,0,36023.57,FALSE,FALSE,FALSE,FALSE,
LN-509756,10124,6637,CUST-106320,R2,16,12390.68,0.0606,168,HELOC,0,Current,0,11726.93,FALSE,FALSE,FALSE,FALSE,
LN-509757,10125,4017,CUST-103813,R6,19,43456.89,0.0948,177,HELOC,0,Current,0,42904.47,FALSE,FALSE,FALSE,FALSE,
LN-509758,10126,7936,CUST-107560,R6,25,15911.12,0.1119,15,Personal,0,Current,0,9447.26,FALSE,FALSE,FALSE,FALSE,
LN-509759,10127,3160,CUST-102993,R6,3,40711.49,0.0717,45,Auto,0,Current,0,37318.865,FALSE,FALSE,FALSE,FALSE,COL-1118
LN-509760,10128,4606,CUST-104373,R1,3,16054.69,0.2354,0,Credit Card,0,Current,0,8529.0025,FALSE,FALSE,FALSE,FALSE,COL-1065
LN-509761,10129,407,CUST-100390,R3,6,21133.63,0.0554,59,Auto,0,Current,0,18715.78,FALSE,FALSE,FALSE,FALSE,
LN-509762,10130,3829,CUST-103634,R1,27,17276.1,0.1517,55,Personal,0,Current,0,13271.1975,FALSE,FALSE,FALSE,FALSE,
LN-509763,10131,3277,CUST-103105,R3,18,12173.31,0.071,52,Auto,0,Current,0,9539.685,FALSE,FALSE,FALSE,FALSE,
